Masked ID,Started on,Completed,Grade/41,Q. 1 /5,Q. 2 /2,Q. 3 /5,Q. 4 /1,Q. 5 /1,Q. 6 /1,Q. 7 /1,Q. 8 /1,Q. 9 /1,Q. 10 /1,Q. 11 /1,Q. 12 /1,Q. 13 /1,Q. 14 /1,Q. 15 /1,Q. 16 /1,Q. 17 /1,Q. 18 /1,Q. 19 /1,Q. 20 /1,Q. 21 /1,Q. 22 /1,Q. 23 /1,Q. 24 /1,Q. 25 /1,Q. 26 /1,Q. 27 /1,Q. 28 /1,Q. 29 /1,Q. 30 /1,Q. 31 /1,Q. 32 /1
2298464,30/7/19 14:11,30/7/19 15:40,33,5,1,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,-,1,1
2294375,26/7/19 18:13,30/7/19 15:55,24,2,2,3,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0
2299437,30/7/19 15:51,30/7/19 15:58,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2270826,30/7/19 15:36,30/7/19 16:19,14,3,1,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,0,0,0,1,0,0,0
2265006,30/7/19 15:34,30/7/19 16:22,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2270055,27/7/19 20:36,30/7/19 16:38,25,4,2,5,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
2299516,30/7/19 16:13,30/7/19 16:53,39,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
2289753,26/7/19 17:37,30/7/19 17:04,31,5,0,5,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1
2299319,30/7/19 17:21,30/7/19 17:34,34,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,-,-,-,1,1,1,1
2283613,30/7/19 17:34,30/7/19 17:38,40,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2294921,30/7/19 17:37,30/7/19 17:40,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2292069,30/7/19 17:08,30/7/19 17:43,32,5,2,5,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-,-,0,0
2296588,30/7/19 16:08,30/7/19 17:47,38,4,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
2277718,30/7/19 16:11,30/7/19 17:55,30,5,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
2297054,30/7/19 17:33,30/7/19 18:01,21,4,2,5,1,1,1,1,1,1,1,0,1,0,0,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2276161,30/7/19 18:11,30/7/19 18:40,34,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0
2297589,30/7/19 18:16,30/7/19 18:42,30,5,2,4,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
2271415,30/7/19 18:22,30/7/19 18:46,27,4,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1
2266622,21/7/19 23:27,30/7/19 18:53,36,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
2276305,30/7/19 17:49,30/7/19 18:57,34,5,2,5,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-,0,1,0,0
2296431,30/7/19 18:03,30/7/19 18:58,30,4,2,5,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,-,-,1,1
2280404,30/7/19 17:36,30/7/19 19:13,38,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
2298680,30/7/19 17:37,30/7/19 19:36,27,5,2,4,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
2217803,30/7/19 18:53,30/7/19 19:44,35,4,2,5,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
2266968,26/7/19 9:07,30/7/19 19:47,27,5,2,5,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,-,-,-,1,0,0,0,1,0,0
2278676,30/7/19 19:18,30/7/19 19:48,26,5,2,5,1,1,1,1,1,1,1,1,0,-,-,1,1,1,1,1,1,0,-,-,-,-,0,0,-,0,0,0,0
2297342,30/7/19 18:51,30/7/19 19:56,24,3,1,3,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-,-,-,0,-,-,-
2276813,30/7/19 15:42,30/7/19 20:45,34,5,2,5,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1
2261241,29/7/19 13:00,30/7/19 20:54,25,5,2,5,1,1,1,0,1,1,1,0,0,0,-,1,1,0,1,0,0,0,0,1,1,-,1,1,0,-,-,-,-
2297557,30/7/19 19:46,30/7/19 21:02,37,4,2,5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2297733,30/7/19 20:54,30/7/19 21:20,37,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
2295148,30/7/19 21:02,30/7/19 21:55,36,4,2,5,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
2297436,30/7/19 21:37,30/7/19 21:59,30,4,2,4,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0
2287036,30/7/19 12:30,30/7/19 22:13,39,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2228594,30/7/19 14:30,30/7/19 22:14,34,5,2,4,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
2271840,30/7/19 10:58,30/7/19 22:17,28,5,0,3,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0
2294193,21/7/19 11:58,30/7/19 22:34,37,5,2,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
2271840,30/7/19 22:37,30/7/19 22:42,37,5,2,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2257181,30/7/19 21:16,30/7/19 23:06,32,2,2,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-,0,1,1
2281268,30/7/19 22:41,30/7/19 23:08,34,5,2,4,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
2297817,30/7/19 16:52,30/7/19 23:17,37,5,2,5,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
2280518,30/7/19 22:48,30/7/19 23:42,34,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,-,0,1,1
2218982,30/7/19 14:57,31/7/19 0:56,21,4,0,4,0,1,1,0,0,1,1,1,1,1,1,1,1,-,0,0,0,0,1,1,1,0,0,0,-,0,0,0,0
2275405,28/7/19 14:53,31/7/19 2:25,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2283028,27/7/19 5:07,31/7/19 3:29,30,5,2,4,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,-,-,-,-,-,-,1,0,1,1
2300108,30/7/19 23:47,31/7/19 5:25,38,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1
2260995,31/7/19 6:17,31/7/19 7:22,24,4,2,3,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0
2294913,21/7/19 22:08,31/7/19 7:40,37,5,2,5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
2298366,31/7/19 9:00,31/7/19 9:08,18,5,2,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296711,31/7/19 9:04,31/7/19 9:27,28,3,2,4,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1
2275385,28/7/19 17:14,31/7/19 9:28,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2294126,28/7/19 19:21,31/7/19 9:40,26,3,1,5,1,1,1,1,1,-,1,1,1,1,1,-,-,-,1,1,1,1,1,-,-,-,1,1,-,0,0,0,0
2225279,31/7/19 9:25,31/7/19 10:15,31,4,2,5,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0
2282498,31/7/19 9:28,31/7/19 10:15,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2292919,31/7/19 10:04,31/7/19 10:37,27,5,2,4,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,-,-,-,1,0,-,-,-,-,-
2298680,31/7/19 10:54,31/7/19 11:14,38,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
2270568,31/7/19 10:42,31/7/19 11:34,33,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0
2175834,31/7/19 11:12,31/7/19 11:44,32,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
2262268,31/7/19 10:46,31/7/19 11:50,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2262268,31/7/19 11:55,31/7/19 12:01,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2262268,31/7/19 12:01,31/7/19 12:06,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2270059,27/7/19 20:44,31/7/19 12:21,32,3,2,5,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1
2244402,30/7/19 9:05,31/7/19 12:25,31,5,2,5,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-
2270059,31/7/19 12:23,31/7/19 12:29,36,5,2,5,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
2237318,31/7/19 11:55,31/7/19 12:32,37,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
2237318,31/7/19 12:33,31/7/19 12:37,40,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2237318,31/7/19 12:37,31/7/19 12:40,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2296796,21/7/19 0:43,31/7/19 12:51,35,5,1,5,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1
2282176,31/7/19 11:38,31/7/19 12:57,40,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2280469,31/7/19 12:25,31/7/19 13:00,33,5,1,5,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
2292920,31/7/19 12:51,31/7/19 13:16,31,2,2,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
2239078,30/7/19 15:11,31/7/19 13:43,21,4,2,4,1,1,1,1,1,0,0,-,-,-,-,1,1,1,-,-,-,1,-,-,-,-,1,1,-,-,0,0,0
2298310,27/7/19 19:40,31/7/19 13:47,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2298310,31/7/19 13:48,31/7/19 13:49,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2298310,31/7/19 13:49,31/7/19 13:51,18,5,2,5,1,1,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2298310,31/7/19 13:51,31/7/19 13:55,21,5,2,4,1,1,1,1,1,0,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
2298310,31/7/19 13:55,31/7/19 13:56,14,5,2,4,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2267316,31/7/19 12:38,31/7/19 14:04,34,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
2297152,31/7/19 14:19,31/7/19 14:42,37,5,2,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
2271890,31/7/19 2:13,31/7/19 15:00,28,5,2,5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
2296658,28/7/19 0:10,31/7/19 15:10,32,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
2261267,31/7/19 12:13,31/7/19 15:29,33,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2281865,31/7/19 14:35,31/7/19 15:29,33,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2296055,31/7/19 14:39,31/7/19 15:42,28,2,1,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,-,-,-,-,-,-,1,1,1,1
2294727,22/7/19 18:50,31/7/19 15:51,31,5,2,5,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1
2300078,31/7/19 14:08,31/7/19 15:51,35,4,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
2204862,22/7/19 7:07,31/7/19 16:07,36,5,2,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
2286978,29/7/19 14:32,31/7/19 16:29,20,3,2,5,1,1,1,1,1,1,1,0,0,0,-,1,1,0,0,0,-,1,-,-,-,-,-,-,-,0,-,0,0
2282163,31/7/19 0:26,31/7/19 16:35,26,4,2,2,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
2231213,31/7/19 13:27,31/7/19 16:57,25,4,2,3,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
2296344,31/7/19 16:46,31/7/19 17:19,39,5,2,5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2294950,31/7/19 17:05,31/7/19 17:33,22,2,0,5,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,-,0,0,0,1,0,0,0
2271137,31/7/19 17:13,31/7/19 17:33,28,4,2,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-,-,-,-,-,-,-,-,-
2276215,31/7/19 10:43,31/7/19 17:41,30,5,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-,0,1,-,-,1,0,0,1,1,0,0
2276215,31/7/19 17:43,31/7/19 17:48,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
2276215,31/7/19 17:49,31/7/19 17:52,40,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2297899,31/7/19 15:03,31/7/19 17:56,29,4,2,5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-,-,0,-,-,-,0,0
2296014,31/7/19 17:14,31/7/19 17:56,40,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
2276215,31/7/19 17:53,31/7/19 17:56,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2297348,31/7/19 18:09,31/7/19 18:38,26,5,2,4,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
2283045,31/7/19 18:33,31/7/19 19:15,33,5,2,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0
2276759,31/7/19 18:14,31/7/19 19:19,27,4,2,5,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,-,0,0,0,0
2292785,30/7/19 20:30,31/7/19 21:43,40,5,2,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2292785,31/7/19 21:44,31/7/19 21:47,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2271180,31/7/19 21:02,31/7/19 21:51,25,4,2,3,1,1,-,0,1,1,1,1,1,0,1,1,1,1,1,-,1,-,-,-,-,-,1,1,-,0,1,0,0
2299437,31/7/19 22:58,31/7/19 23:01,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2296418,31/7/19 22:40,31/7/19 23:10,19,2,1,5,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2297369,30/7/19 22:10,31/7/19 23:17,38,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
2270433,31/7/19 23:40,1/8/19 0:14,37,5,2,5,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
2294231,30/7/19 22:45,1/8/19 1:31,26,4,2,3,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,-,1,0,1,1
2260866,1/8/19 2:50,1/8/19 4:02,19,4,2,3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-,1,1,1,1,0,0,0
2260866,1/8/19 4:25,1/8/19 4:52,36,4,2,4,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,-,1,-,1,1,1,1,1,1,1,1,1,1
2294153,1/8/19 10:02,1/8/19 10:18,30,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
2124406,1/8/19 10:49,1/8/19 10:50,2,1,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2277400,1/8/19 10:40,1/8/19 11:04,38,5,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
2297911,1/8/19 10:00,1/8/19 11:05,31,4,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
2296418,1/8/19 11:15,1/8/19 11:35,24,4,2,5,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
2260979,1/8/19 10:58,1/8/19 11:44,28,5,2,4,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0
2296418,1/8/19 11:40,1/8/19 11:53,38,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
2278868,1/8/19 10:05,1/8/19 12:17,34,4,2,5,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1
2278151,24/7/19 12:04,1/8/19 12:17,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2287211,1/8/19 11:24,1/8/19 12:29,35,5,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1
2297236,1/8/19 11:59,1/8/19 12:32,36,5,2,5,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
2277400,1/8/19 12:24,1/8/19 12:35,38,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
2254388,30/7/19 11:05,1/8/19 12:40,26,5,2,5,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1
2277400,1/8/19 12:36,1/8/19 12:40,41,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2279659,29/7/19 0:30,1/8/19 12:43,28,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
2289955,1/8/19 10:15,1/8/19 12:53,39,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
2278151,1/8/19 12:37,1/8/19 13:25,35,5,2,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1
2288998,1/8/19 11:07,1/8/19 13:46,27,5,2,5,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0
2283052,1/8/19 12:51,1/8/19 13:47,25,3,2,3,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,0,0,0,0
2283030,1/8/19 13:21,1/8/19 13:48,31,3,2,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-,1,-,-,-,-,1,1,1,1
2219423,1/8/19 13:20,1/8/19 14:13,17,4,1,5,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2294519,1/8/19 14:10,1/8/19 14:50,38,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
2177099,29/7/19 13:31,1/8/19 14:59,38,5,2,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
2272738,1/8/19 14:33,1/8/19 15:00,29,4,2,5,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0
2270124,1/8/19 3:46,1/8/19 15:27,21,5,2,4,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-,0,0,1,0,0,0,1,0,0
2247205,1/8/19 15:15,1/8/19 15:40,18,5,1,4,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,-,-,-,-,-,-,-,-,1,-,0,0
2300088,1/8/19 15:11,1/8/19 15:48,38,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
2261225,1/8/19 14:25,1/8/19 16:04,32,5,2,4,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1
2274494,28/7/19 23:41,1/8/19 16:31,14,2,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266040,25/7/19 11:12,1/8/19 16:34,34,5,2,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1
2282811,1/8/19 15:23,1/8/19 16:34,36,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,0,0,0,0
2261312,1/8/19 15:18,1/8/19 16:53,28,3,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,-,-,-,0,0
2282260,1/8/19 16:29,1/8/19 16:58,31,5,2,4,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1
2276461,1/8/19 16:05,1/8/19 17:33,29,5,2,5,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0
2271058,1/8/19 17:27,1/8/19 17:41,25,3,2,4,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0
